id,client_id,client_name,artisan_id,artisan_name,service_type,description,city,price,rating,latitude,longitude,created_at,updated_at,commune
6132,CL-1055,User_1055,4890,Hamza_4890,Ébéniste,Création et restauration de meubles.,Skikda,14222,4.1,36.6514052,6.8360907,2026-09-20 03:02:41,2026-09-26 03:02:41,El Harrouch
6133,CL-0224,User_0224,3033,Mustapha_3033,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,14241,4.1,36.8801317,6.9077363,2026-05-11 23:57:13,2026-06-08 23:57:13,Skikda
6134,CL-0580,User_0580,2559,Walid_2559,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,14673,4.7,36.9888886,6.4592299,2026-06-21 22:22:43,2026-07-19 22:22:43,Zitouna
6135,CL-1067,User_1067,1527,Linda_1527,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,4634,3.4,36.8441177,6.929106,2026-12-20 12:33:49,2026-12-31 18:00:00,Hamadi Krouma
6136,CL-1702,User_1702,3674,Nassim_3674,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,10855,4.2,37.0090418,6.2844786,2026-02-07 19:09:09,2026-02-10 19:09:09,Kheneg Mayoum
6137,CL-1227,User_1227,2173,Adem_2173,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,2654,3.0,36.8801317,6.9077363,2026-09-18 21:21:02,2026-09-19 21:21:02,Skikda
6138,CL-1385,User_1385,3481,Racha_3481,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,12532,4.7,36.8168179,6.780452,2026-10-03 07:07:35,2026-10-27 07:07:35,Bouchtata
6139,CL-1720,User_1720,3021,Feriel_3021,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,6505,3.3,36.9304439,6.5842202,2026-05-13 14:29:34,2026-06-11 14:29:34,Kerkera
6140,CL-1168,User_1168,4590,Amar_4590,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12655,3.7,36.8600024,7.2917539,2026-04-26 17:28:58,2026-05-24 17:28:58,Ben Azzouz
6141,CL-1146,User_1146,2352,Fayçal_2352,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,11545,3.9,36.7558331,6.9259068,2026-07-25 11:55:35,2026-08-10 11:55:35,Ramdane Djamel
6142,CL-1464,User_1464,2050,Mustapha_2050,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,9364,4.9,36.7051396,6.8043312,2026-06-19 13:19:28,2026-06-24 13:19:28,Emdjez Edchich
6143,CL-1195,User_1195,299,Yacine_299,Ébéniste,Création et restauration de meubles.,Skikda,12886,4.6,36.6514052,6.8360907,2026-03-24 22:42:34,2026-04-09 22:42:34,El Harrouch
6144,CL-0088,User_0088,1303,Hiba_1303,Fabrication de parfums,Création artisanale de parfums.,Skikda,8406,5.0,36.6939025,7.3105409,2026-04-14 22:48:50,2026-04-15 22:48:50,Bekkouche Lakhdar
6145,CL-0293,User_0293,1655,Wafa_1655,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,11409,3.3,36.7044252,6.8563693,2026-09-08 10:39:11,2026-09-20 10:39:11,Salah Bouchaour
6146,CL-0764,User_0764,1110,Imad_1110,Chauffagiste,Installation et entretien de chauffage.,Skikda,5765,4.7,37.0065806,6.5690345,2026-03-17 00:14:47,2026-03-24 00:14:47,Collo
6147,CL-0628,User_0628,1341,Fayçal_1341,Antenniste,Installation et réglage d'antennes.,Skikda,6264,4.1,36.8081951,6.5668371,2026-07-06 22:30:55,2026-07-08 22:30:55,Bin El Ouiden
6148,CL-1120,User_1120,1342,Fares_1342,Électricien,Installation et maintenance électrique.,Skikda,8491,4.1,36.8361791,6.6427952,2026-01-13 23:28:45,2026-01-25 23:28:45,Tamalous
6149,CL-1989,User_1989,2778,Yassine_2778,Maçon,Travaux de maçonnerie générale.,Skikda,7922,3.5,36.8081951,6.5668371,2026-07-30 01:30:58,2026-08-26 01:30:58,Bin El Ouiden
6150,CL-0553,User_0553,3726,Khaled_3726,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,2185,4.4,36.6939025,7.3105409,2026-09-14 23:29:22,2026-09-26 23:29:22,Bekkouche Lakhdar
6151,CL-0279,User_0279,2098,Rayan_2098,Maçon,Travaux de maçonnerie générale.,Skikda,7626,4.2,36.8600024,7.2917539,2026-06-10 19:19:27,2026-07-04 19:19:27,Ben Azzouz
6152,CL-0677,User_0677,4548,Younes_4548,Maçon,Travaux de maçonnerie générale.,Skikda,5160,3.8,37.0065806,6.5690345,2026-10-23 17:32:12,2026-10-29 17:32:12,Collo
6153,CL-0613,User_0613,4621,Yasmine_4621,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,12695,3.6,37.0065806,6.5690345,2026-04-19 16:24:00,2026-04-23 16:24:00,Collo
6154,CL-1730,User_1730,4974,Sofia_4974,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,11728,3.6,36.7388133,7.1062378,2026-08-24 10:21:07,2026-09-14 10:21:07,Azzaba
6155,CL-0673,User_0673,641,Ismail_641,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,14081,3.5,36.7558331,6.9259068,2026-01-30 12:04:41,2026-02-03 12:04:41,Ramdane Djamel
6156,CL-0801,User_0801,4580,Mohamed_4580,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,13999,4.5,37.0310788,7.2566883,2026-11-03 11:20:01,2026-11-12 11:20:01,El Marsa
6157,CL-1169,User_1169,328,Mustapha_328,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,3906,3.4,36.8081951,6.5668371,2026-01-27 05:40:53,2026-02-10 05:40:53,Bin El Ouiden
6158,CL-1836,User_1836,2116,Warda_2116,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,3716,3.8,36.9304439,6.5842202,2026-10-17 07:24:43,2026-11-01 07:24:43,Kerkera
6159,CL-1929,User_1929,2381,Mohamed_2381,Charpentier,Travaux de charpente et structure.,Skikda,6329,3.6,37.0017763,6.5133033,2026-11-27 10:51:10,2026-12-25 10:51:10,Cheraïa
6160,CL-1274,User_1274,1911,Adem_1911,Plombier,Réparation et installation de plomberie.,Skikda,3341,3.4,36.8992518,6.7934365,2026-09-29 16:40:10,2026-09-29 16:40:10,Aïn Zouit
6161,CL-0769,User_0769,12,Houda_12,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,7769,3.5,36.8168179,6.780452,2026-04-19 07:03:37,2026-05-03 07:03:37,Bouchtata
6162,CL-1785,User_1785,3711,Rachid_3711,Maçon,Travaux de maçonnerie générale.,Skikda,1585,4.9,37.0470382,6.4205306,2026-06-19 16:31:54,2026-07-06 16:31:54,Kanoua
6163,CL-1291,User_1291,3941,Badr_3941,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,3387,3.6,36.7558331,6.9259068,2026-01-20 19:17:08,2026-02-09 19:17:08,Ramdane Djamel
6164,CL-1836,User_1836,441,Mohamed_441,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,8660,4.6,36.6514052,6.8360907,2026-02-28 02:49:41,2026-03-11 02:49:41,El Harrouch
6165,CL-0356,User_0356,164,Nadia_164,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,2848,3.0,36.7051396,6.8043312,2026-03-15 16:12:16,2026-04-09 16:12:16,Emdjez Edchich
6166,CL-1689,User_1689,310,Djamila_310,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,13858,4.7,36.6939025,7.3105409,2026-02-13 21:19:40,2026-03-01 21:19:40,Bekkouche Lakhdar
6167,CL-1801,User_1801,1343,Farouk_1343,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,9188,3.7,36.8003477,6.9805739,2026-02-15 06:29:39,2026-03-15 06:29:39,Beni Bechir
6168,CL-1349,User_1349,2099,Dalila_2099,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,9445,4.2,37.0310788,7.2566883,2026-05-06 15:57:47,2026-05-13 15:57:47,El Marsa
6169,CL-1330,User_1330,2216,Warda_2216,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,13667,3.8,36.6043041,6.7323529,2026-03-03 17:16:35,2026-03-13 17:16:35,Aïn Bouziane
6170,CL-0863,User_0863,4022,Sami_4022,Antenniste,Installation et réglage d'antennes.,Skikda,13365,3.6,36.7082508,6.7042844,2026-02-26 16:49:59,2026-03-22 16:49:59,Sidi Mezghiche
6171,CL-0585,User_0585,952,Nour_952,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,9065,3.6,36.8081951,6.5668371,2026-05-30 11:45:55,2026-06-14 11:45:55,Bin El Ouiden
6172,CL-1157,User_1157,3172,Brahim_3172,Plombier,Réparation et installation de plomberie.,Skikda,8174,3.7,36.6195945,7.0645888,2026-10-09 18:16:08,2026-10-29 18:16:08,Es Sebt
6173,CL-0429,User_0429,2183,Manal_2183,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,2365,3.6,36.687176,6.9771347,2026-04-01 04:34:40,2026-04-28 04:34:40,El Ghedir
6174,CL-1715,User_1715,1909,Yasmine_1909,Coiffure à Domicile,Coiffure à domicile.,Skikda,13748,3.8,36.7331778,7.2219657,2026-02-08 19:17:07,2026-02-13 19:17:07,Aïn Charchar
6175,CL-1626,User_1626,1017,Linda_1017,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,3978,3.2,36.9097648,6.3403579,2026-01-03 20:21:17,2026-01-10 20:21:17,Oued Zehour
6176,CL-1799,User_1799,4796,Samir_4796,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,3263,3.6,36.4916761,6.939741,2026-05-04 19:13:01,2026-05-29 19:13:01,Ouled Hbaba
6177,CL-1456,User_1456,1214,Samir_1214,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,2505,4.4,36.5864148,6.9120702,2026-10-10 10:12:33,2026-10-18 10:12:33,Zerdaza
6178,CL-1560,User_1560,2532,Marouane_2532,Antenniste,Installation et réglage d'antennes.,Skikda,11726,4.1,36.8992518,6.7934365,2026-06-06 19:17:06,2026-06-24 19:17:06,Aïn Zouit
6179,CL-1628,User_1628,2330,Hocine_2330,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,14772,4.4,36.7051396,6.8043312,2026-01-30 01:57:22,2026-02-26 01:57:22,Emdjez Edchich
6180,CL-0887,User_0887,3002,Lila_3002,Organisation d'événements,Planification et gestion d'événements.,Skikda,7108,4.3,36.8801317,6.9077363,2026-01-20 22:02:42,2026-02-16 22:02:42,Skikda
6181,CL-1083,User_1083,2092,Hamza_2092,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,5202,4.2,37.0017763,6.5133033,2026-08-02 22:11:35,2026-08-18 22:11:35,Cheraïa
6182,CL-0369,User_0369,616,Omar_616,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,7996,3.3,37.0470382,6.4205306,2026-07-23 20:04:58,2026-08-16 20:04:58,Kanoua
6183,CL-0442,User_0442,3965,Yasmine_3965,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,11520,3.5,36.7558331,6.9259068,2026-01-07 02:53:16,2026-02-01 02:53:16,Ramdane Djamel
6184,CL-0825,User_0825,2194,Tahar_2194,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,8843,4.8,36.8081951,6.5668371,2026-09-04 12:57:36,2026-09-19 12:57:36,Bin El Ouiden
6185,CL-0358,User_0358,1606,Ferial_1606,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,3242,3.7,36.5864148,6.9120702,2026-06-26 15:59:37,2026-06-26 15:59:37,Zerdaza
6186,CL-0328,User_0328,818,Mounir_818,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,11168,4.6,36.4916761,6.939741,2026-10-21 15:36:22,2026-10-31 15:36:22,Ouled Hbaba
6187,CL-0961,User_0961,4921,Wissal_4921,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,13559,4.6,36.6514052,6.8360907,2026-06-13 08:54:08,2026-07-12 08:54:08,El Harrouch
6188,CL-0998,User_0998,2794,Karim_2794,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,10112,3.3,36.8013181,6.461086944444444,2026-08-26 20:32:18,2026-09-07 20:32:18,Aïn Kechra
6189,CL-0718,User_0718,4758,Mounia_4758,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,7694,3.1,36.687176,6.9771347,2026-06-27 09:38:34,2026-07-12 09:38:34,El Ghedir
6190,CL-1145,User_1145,45,Rachid_45,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,7640,3.8,36.8801317,6.9077363,2026-10-13 02:42:53,2026-10-24 02:42:53,Skikda
6191,CL-1310,User_1310,2765,Mounia_2765,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,11151,3.3,36.8003477,6.9805739,2026-12-06 14:09:43,2026-12-25 14:09:43,Beni Bechir
6192,CL-1799,User_1799,1020,Aymen_1020,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,6940,3.2,36.7003588,6.5076167,2026-03-06 18:17:42,2026-03-15 18:17:42,Oum Toub
6193,CL-1082,User_1082,4783,Karim_4783,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,2810,3.9,37.0017763,6.5133033,2026-04-01 05:31:28,2026-04-22 05:31:28,Cheraïa
6194,CL-1903,User_1903,3762,Fares_3762,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,10378,4.4,36.8013181,6.461086944444444,2026-08-08 17:14:22,2026-08-22 17:14:22,Aïn Kechra
6195,CL-1821,User_1821,2396,Dalila_2396,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,9266,3.7,36.7792138,7.1724216,2026-04-15 16:59:49,2026-05-04 16:59:49,Djendel Saadi Mohamed
6196,CL-0322,User_0322,4025,Aya_4025,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,9864,4.5,37.0310788,7.2566883,2026-06-23 21:05:04,2026-06-30 21:05:04,El Marsa
6197,CL-1343,User_1343,1060,Chafik_1060,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2397,4.7,36.9097648,6.3403579,2026-12-13 18:52:50,2026-12-20 18:52:50,Oued Zehour
6198,CL-0292,User_0292,4807,Samir_4807,Maçon,Travaux de maçonnerie générale.,Skikda,11509,3.6,36.8441177,6.929106,2026-09-15 22:47:30,2026-09-20 22:47:30,Hamadi Krouma
6199,CL-1313,User_1313,760,Farouk_760,Plombier,Réparation et installation de plomberie.,Skikda,3180,4.7,37.0017763,6.5133033,2026-06-26 07:37:27,2026-07-19 07:37:27,Cheraïa
6200,CL-1616,User_1616,1647,Fayçal_1647,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,14364,4.1,36.7051396,6.8043312,2026-08-19 01:46:14,2026-08-31 01:46:14,Emdjez Edchich
6201,CL-1325,User_1325,210,Salim_210,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,11645,4.4,36.6514052,6.8360907,2026-11-29 15:29:37,2026-12-04 15:29:37,El Harrouch
6202,CL-0906,User_0906,4529,Tahar_4529,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,7903,3.9,37.0470382,6.4205306,2026-06-22 04:13:08,2026-07-11 04:13:08,Kanoua
6203,CL-0996,User_0996,1584,Ali_1584,Charpentier,Travaux de charpente et structure.,Skikda,5843,4.6,36.7044252,6.8563693,2026-09-06 10:16:41,2026-09-15 10:16:41,Salah Bouchaour
6204,CL-1673,User_1673,2994,Asma_2994,Fabrication de parfums,Création artisanale de parfums.,Skikda,14109,4.0,36.8441177,6.929106,2026-04-21 03:36:32,2026-05-01 03:36:32,Hamadi Krouma
6205,CL-1579,User_1579,4832,Warda_4832,Organisation d'événements,Planification et gestion d'événements.,Skikda,10812,3.5,36.9888886,6.4592299,2026-05-05 19:31:25,2026-05-06 19:31:25,Zitouna
6206,CL-0830,User_0830,1669,Yasmine_1669,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,9499,3.8,37.0470382,6.4205306,2026-07-31 15:08:20,2026-08-07 15:08:20,Kanoua
6207,CL-1741,User_1741,346,Salah_346,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,8678,3.6,36.7792138,7.1724216,2026-01-18 17:39:23,2026-02-05 17:39:23,Djendel Saadi Mohamed
6208,CL-1895,User_1895,503,Sofia_503,Coiffure à Domicile,Coiffure à domicile.,Skikda,14840,3.9,36.5864148,6.9120702,2026-01-31 16:17:43,2026-02-18 16:17:43,Zerdaza
6209,CL-1482,User_1482,2450,Hiba_2450,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,8858,3.3,36.8992518,6.7934365,2026-07-27 23:38:48,2026-07-31 23:38:48,Aïn Zouit
6210,CL-0841,User_0841,1120,Lina_1120,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,12049,3.3,36.7388133,7.1062378,2026-01-11 02:14:46,2026-01-25 02:14:46,Azzaba
6211,CL-1879,User_1879,3791,Fatima_3791,Coiffure à Domicile,Coiffure à domicile.,Skikda,3253,3.3,36.8441177,6.929106,2026-02-12 09:50:13,2026-03-09 09:50:13,Hamadi Krouma
6212,CL-0335,User_0335,2241,Hana_2241,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,14597,4.8,36.8600024,7.2917539,2026-05-19 10:58:29,2026-06-14 10:58:29,Ben Azzouz
6213,CL-1591,User_1591,2868,Chiraz_2868,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,2373,3.0,36.8441177,6.929106,2026-05-15 08:56:26,2026-05-23 08:56:26,Hamadi Krouma
6214,CL-1159,User_1159,2067,Mehdi_2067,Charpentier,Travaux de charpente et structure.,Skikda,3503,4.8,36.8361791,6.6427952,2026-04-15 14:46:05,2026-04-22 14:46:05,Tamalous
6215,CL-0329,User_0329,147,Lina_147,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,1671,4.2,36.6043041,6.7323529,2026-04-15 16:02:00,2026-05-01 16:02:00,Aïn Bouziane
6216,CL-0452,User_0452,4087,Rim_4087,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,10337,3.9,37.0090418,6.2844786,2026-10-28 01:19:40,2026-11-27 01:19:40,Kheneg Mayoum
6217,CL-0782,User_0782,67,Fiza_67,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,14885,3.2,37.0310788,7.2566883,2026-12-14 23:48:33,2026-12-23 23:48:33,El Marsa
6218,CL-1812,User_1812,4794,Wassim_4794,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,3695,3.4,36.8252292,6.8890251,2026-03-15 11:56:29,2026-03-19 11:56:29,El Hadaiek
6219,CL-1707,User_1707,2332,Noureddine_2332,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,6386,3.5,36.4916761,6.939741,2026-09-16 14:46:21,2026-10-16 14:46:21,Ouled Hbaba
6220,CL-0361,User_0361,2238,Racha_2238,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,6838,4.4,36.9949643,6.3424894,2026-03-22 03:23:28,2026-04-08 03:23:28,Ouled Attia
6221,CL-1555,User_1555,662,Fayçal_662,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,9841,3.4,36.6439118,6.6281274,2026-03-31 14:27:46,2026-04-17 14:27:46,Beni Oulbane
6222,CL-1133,User_1133,620,Rim_620,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,6849,3.7,36.8992518,6.7934365,2026-01-28 05:19:23,2026-02-15 05:19:23,Aïn Zouit
6223,CL-1133,User_1133,4361,Majda_4361,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,1867,4.4,36.6514052,6.8360907,2026-01-06 19:39:53,2026-01-30 19:39:53,El Harrouch
6224,CL-0695,User_0695,2181,Kenza_2181,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,6018,4.3,36.6514052,6.8360907,2026-08-14 23:28:15,2026-08-23 23:28:15,El Harrouch
6225,CL-1865,User_1865,1966,Yassine_1966,Ébéniste,Création et restauration de meubles.,Skikda,14018,4.7,36.6195945,7.0645888,2026-03-13 12:01:34,2026-04-08 12:01:34,Es Sebt
6226,CL-0238,User_0238,386,Hamza_386,Antenniste,Installation et réglage d'antennes.,Skikda,9378,4.5,36.8801317,6.9077363,2026-04-17 02:47:54,2026-05-01 02:47:54,Skikda
6227,CL-1143,User_1143,158,Tarek_158,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,8377,4.8,36.8992518,6.7934365,2026-06-17 22:13:26,2026-07-14 22:13:26,Aïn Zouit
6228,CL-1744,User_1744,2960,Amar_2960,Ébéniste,Création et restauration de meubles.,Skikda,4915,3.4,36.8441177,6.929106,2026-08-07 16:29:44,2026-08-18 16:29:44,Hamadi Krouma
6229,CL-0235,User_0235,1449,Sofia_1449,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,14730,4.0,36.8801317,6.9077363,2026-03-21 15:11:56,2026-03-26 15:11:56,Skikda
6230,CL-0959,User_0959,164,Nadia_164,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,2848,3.0,36.7051396,6.8043312,2026-03-15 16:12:16,2026-04-09 16:12:16,Emdjez Edchich
6231,CL-0208,User_0208,3568,Imad_3568,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,6297,4.5,36.6195945,7.0645888,2026-02-05 23:52:11,2026-03-06 23:52:11,Es Sebt
6232,CL-0552,User_0552,1732,Fouad_1732,Charpentier,Travaux de charpente et structure.,Skikda,12456,4.6,37.0090418,6.2844786,2026-08-26 18:12:36,2026-09-17 18:12:36,Kheneg Mayoum
6233,CL-0313,User_0313,273,Yousra_273,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,1688,3.4,36.4916761,6.939741,2026-03-04 11:39:13,2026-03-20 11:39:13,Ouled Hbaba
6234,CL-0450,User_0450,3385,Mounir_3385,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,5156,4.6,36.8441177,6.929106,2026-11-13 06:59:35,2026-12-04 06:59:35,Hamadi Krouma
6235,CL-1034,User_1034,1663,Anis_1663,Électricien,Installation et maintenance électrique.,Skikda,8682,3.4,36.9949643,6.3424894,2026-02-24 18:14:50,2026-02-28 18:14:50,Ouled Attia
6236,CL-1614,User_1614,3903,Chaima_3903,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,2489,3.0,36.6195945,7.0645888,2026-12-26 21:43:05,2026-12-31 18:00:00,Es Sebt
6237,CL-1545,User_1545,2669,Kamel_2669,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2097,3.1,36.7331778,7.2219657,2026-07-20 14:05:18,2026-08-19 14:05:18,Aïn Charchar
6238,CL-1627,User_1627,124,Ahmed_124,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,8948,3.9,36.8003477,6.9805739,2026-08-10 17:16:38,2026-08-25 17:16:38,Beni Bechir
6239,CL-1961,User_1961,2228,Amira_2228,Organisation d'événements,Planification et gestion d'événements.,Skikda,11080,3.0,36.7388133,7.1062378,2026-05-07 12:22:14,2026-05-21 12:22:14,Azzaba
6240,CL-0256,User_0256,2901,Mounia_2901,Coiffure à Domicile,Coiffure à domicile.,Skikda,8433,3.4,36.9097648,6.3403579,2026-07-18 07:18:00,2026-07-24 07:18:00,Oued Zehour
6241,CL-1598,User_1598,4672,Ilyes_4672,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,11500,4.6,36.8003477,6.9805739,2026-08-16 12:12:04,2026-09-07 12:12:04,Beni Bechir
6242,CL-0244,User_0244,619,Farouk_619,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,7344,3.1,37.0470382,6.4205306,2026-03-02 10:07:04,2026-03-17 10:07:04,Kanoua
6243,CL-0256,User_0256,709,Mounia_709,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,3665,4.3,37.0090418,6.2844786,2026-08-09 06:57:17,2026-08-21 06:57:17,Kheneg Mayoum
6244,CL-0348,User_0348,408,Sofiane_408,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,13567,4.5,36.7082508,6.7042844,2026-07-25 09:48:06,2026-08-12 09:48:06,Sidi Mezghiche
6245,CL-1301,User_1301,293,Badr_293,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,12829,3.2,36.5864148,6.9120702,2026-11-06 23:55:45,2026-11-24 23:55:45,Zerdaza
6246,CL-0184,User_0184,2091,Dina_2091,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,14726,3.0,36.8801317,6.9077363,2026-08-11 09:05:03,2026-08-31 09:05:03,Skikda
6247,CL-0884,User_0884,2055,Ali_2055,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,7149,4.8,36.8600024,7.2917539,2026-03-06 14:17:22,2026-03-25 14:17:22,Ben Azzouz
6248,CL-1180,User_1180,2591,Anouar_2591,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,8177,4.8,36.8600024,7.2917539,2026-06-14 17:45:52,2026-07-04 17:45:52,Ben Azzouz
6249,CL-1920,User_1920,1053,Chahinez_1053,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,12259,4.7,36.8441177,6.929106,2026-03-29 00:17:59,2026-04-22 00:17:59,Hamadi Krouma
6250,CL-0652,User_0652,2271,Samia_2271,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,5585,3.2,36.6439118,6.6281274,2026-11-28 13:00:16,2026-12-17 13:00:16,Beni Oulbane
6251,CL-1771,User_1771,2833,Meriem_2833,Coiffure à Domicile,Coiffure à domicile.,Skikda,10460,4.7,36.6514052,6.8360907,2026-01-13 16:07:53,2026-01-26 16:07:53,El Harrouch
6252,CL-1462,User_1462,2059,Mehdi_2059,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,13960,4.8,36.8252292,6.8890251,2026-10-29 08:27:58,2026-11-18 08:27:58,El Hadaiek
6253,CL-0821,User_0821,3513,Karim_3513,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,14674,3.5,36.8441177,6.929106,2026-05-14 07:18:57,2026-05-14 07:18:57,Hamadi Krouma
6254,CL-0330,User_0330,3688,Rayan_3688,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,2468,3.5,36.9124122,6.4762934,2026-05-16 05:27:13,2026-06-12 05:27:13,Beni Zid
6255,CL-0283,User_0283,1664,Mounir_1664,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,9382,3.2,37.0065806,6.5690345,2026-06-22 20:04:23,2026-06-22 20:04:23,Collo
6256,CL-0205,User_0205,838,Meriem_838,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,10575,3.1,36.8361791,6.6427952,2026-08-16 02:06:01,2026-08-20 02:06:01,Tamalous
6257,CL-0988,User_0988,3323,Lamia_3323,Organisation d'événements,Planification et gestion d'événements.,Skikda,14679,3.5,36.8976496,7.0548176,2026-11-23 15:52:56,2026-12-05 15:52:56,Filfila
6258,CL-0608,User_0608,2319,Zinedine_2319,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,6851,4.6,36.8200545,6.3880209,2026-03-02 21:31:59,2026-03-03 21:31:59,Ouldja Boulballout
